"","FECHA","Nro_Vehiculos","NRO_TOTAL_VEHICULOS"
"1807",2016-12-11,3,3
"1808",2016-12-12,827,827
"1809",2016-12-13,1044,1044
"1810",2016-12-14,1197,1197
"1811",2016-12-15,1226,1226
"1812",2016-12-16,1276,1276
"1813",2016-12-17,378,378
"1814",2016-12-18,4,4
"1815",2016-12-19,909,909
"1816",2016-12-20,1148,1148
"1817",2016-12-21,1316,1316
"1818",2016-12-22,1347,1347
"1819",2016-12-23,1403,1403
"1820",2016-12-24,415,415
"1821",2016-12-25,0,0
"1822",2016-12-26,999,999
"1823",2016-12-27,1262,1262
"1824",2016-12-28,1446,1446
"1825",2016-12-29,1481,1481
"1826",2016-12-30,1542,1542
"1827",2016-12-31,127,127
"1828",2017-01-01,0,0
"1829",2017-01-02,507,507
"1830",2017-01-03,640,640
"1831",2017-01-04,734,734
"1832",2017-01-05,752,752
"1833",2017-01-06,782,782
"1834",2017-01-07,232,232
"1835",2017-01-08,2,2
"1836",2017-01-09,31,31
"1837",2017-01-10,704,704
"1838",2017-01-11,807,807
"1839",2017-01-12,826,826
"1840",2017-01-13,860,860
"1841",2017-01-14,255,255
"1842",2017-01-15,2,2
"1843",2017-01-16,613,613
"1844",2017-01-17,774,774
"1845",2017-01-18,887,887
"1846",2017-01-19,908,908
"1847",2017-01-20,945,945
"1848",2017-01-21,280,280
"1849",2017-01-22,3,3
"1850",2017-01-23,674,674
"1851",2017-01-24,850,850
"1852",2017-01-25,975,975
"1853",2017-01-26,998,998
"1854",2017-01-27,1039,1039
"1855",2017-01-28,308,308
"1856",2017-01-29,3,3
"1857",2017-01-30,740,740
"1858",2017-01-31,935,935
"1859",2017-02-01,705,705
"1860",2017-02-02,722,722
"1861",2017-02-03,752,752
"1862",2017-02-04,223,223
"1863",2017-02-05,2,2
"1864",2017-02-06,536,536
"1865",2017-02-07,676,676
"1866",2017-02-08,775,775
"1867",2017-02-09,794,794
"1868",2017-02-10,827,827
"1869",2017-02-11,245,245
"1870",2017-02-12,2,2
"1871",2017-02-13,589,589
"1872",2017-02-14,743,743
"1873",2017-02-15,852,852
"1874",2017-02-16,873,873
"1875",2017-02-17,909,909
"1876",2017-02-18,269,269
"1877",2017-02-19,3,3
"1878",2017-02-20,647,647
"1879",2017-02-21,817,817
"1880",2017-02-22,937,937
"1881",2017-02-23,959,959
"1882",2017-02-24,999,999
"1883",2017-02-25,296,296
"1884",2017-02-26,3,3
"1885",2017-02-27,40,40
"1886",2017-02-28,898,898
"1887",2017-03-01,807,807
"1888",2017-03-02,826,826
"1889",2017-03-03,860,860
"1890",2017-03-04,255,255
"1891",2017-03-05,2,2
"1892",2017-03-06,613,613
"1893",2017-03-07,774,774
"1894",2017-03-08,887,887
"1895",2017-03-09,908,908
"1896",2017-03-10,946,946
"1897",2017-03-11,280,280
"1898",2017-03-12,3,3
"1899",2017-03-13,674,674
"1900",2017-03-14,851,851
"1901",2017-03-15,975,975
"1902",2017-03-16,998,998
"1903",2017-03-17,1040,1040
"1904",2017-03-18,308,308
"1905",2017-03-19,3,3
"1906",2017-03-20,42,42
"1907",2017-03-21,935,935
"1908",2017-03-22,1072,1072
"1909",2017-03-23,1097,1097
"1910",2017-03-24,1143,1143
"1911",2017-03-25,338,338
"1912",2017-03-26,3,3
"1913",2017-03-27,814,814
"1914",2017-03-28,1028,1028
"1915",2017-03-29,1178,1178
"1916",2017-03-30,1206,1206
"1917",2017-03-31,1256,1256
"1918",2017-04-01,245,245
"1919",2017-04-02,2,2
"1920",2017-04-03,589,589
"1921",2017-04-04,744,744
"1922",2017-04-05,852,852
"1923",2017-04-06,873,873
"1924",2017-04-07,909,909
"1925",2017-04-08,269,269
"1926",2017-04-09,1,1
"1927",2017-04-10,326,326
"1928",2017-04-11,412,412
"1929",2017-04-12,472,472
"1930",2017-04-13,483,483
"1931",2017-04-14,503,503
"1932",2017-04-15,149,149
"1933",2017-04-16,3,3
"1934",2017-04-17,712,712
"1935",2017-04-18,899,899
"1936",2017-04-19,1030,1030
"1937",2017-04-20,1055,1055
"1938",2017-04-21,1098,1098
"1939",2017-04-22,325,325
"1940",2017-04-23,3,3
"1941",2017-04-24,782,782
"1942",2017-04-25,988,988
"1943",2017-04-26,1132,1132
"1944",2017-04-27,1159,1159
"1945",2017-04-28,1207,1207
"1946",2017-04-29,357,357
"1947",2017-04-30,3,3
"1948",2017-05-01,34,34
"1949",2017-05-02,757,757
"1950",2017-05-03,868,868
"1951",2017-05-04,889,889
"1952",2017-05-05,926,926
"1953",2017-05-06,274,274
"1954",2017-05-07,3,3
"1955",2017-05-08,659,659
"1956",2017-05-09,833,833
"1957",2017-05-10,954,954
"1958",2017-05-11,977,977
"1959",2017-05-12,1017,1017
"1960",2017-05-13,301,301
"1961",2017-05-14,0,0
"1962",2017-05-15,725,725
"1963",2017-05-16,915,915
"1964",2017-05-17,1049,1049
"1965",2017-05-18,1074,1074
"1966",2017-05-19,1118,1118
"1967",2017-05-20,331,331
"1968",2017-05-21,3,3
"1969",2017-05-22,797,797
"1970",2017-05-23,1006,1006
"1971",2017-05-24,1153,1153
"1972",2017-05-25,1181,1181
"1973",2017-05-26,1229,1229
"1974",2017-05-27,364,364
"1975",2017-05-28,3,3
"1976",2017-05-29,49,49
"1977",2017-05-30,1106,1106
"1978",2017-05-31,1267,1267
"1979",2017-06-01,854,854
"1980",2017-06-02,889,889
"1981",2017-06-03,263,263
"1982",2017-06-04,2,2
"1983",2017-06-05,634,634
"1984",2017-06-06,800,800
"1985",2017-06-07,917,917
"1986",2017-06-08,939,939
"1987",2017-06-09,978,978
"1988",2017-06-10,289,289
"1989",2017-06-11,3,3
"1990",2017-06-12,696,696
"1991",2017-06-13,879,879
"1992",2017-06-14,1008,1008
"1993",2017-06-15,1032,1032
"1994",2017-06-16,1075,1075
"1995",2017-06-17,318,318
"1996",2017-06-18,3,3
"1997",2017-06-19,43,43
"1998",2017-06-20,967,967
"1999",2017-06-21,1108,1108
"2000",2017-06-22,1135,1135
"2001",2017-06-23,1181,1181
"2002",2017-06-24,350,350
"2003",2017-06-25,3,3
"2004",2017-06-26,47,47
"2005",2017-06-27,1063,1063
"2006",2017-06-28,1218,1218
"2007",2017-06-29,1247,1247
"2008",2017-06-30,1298,1298
"2009",2017-07-01,268,268
"2010",2017-07-02,3,3
"2011",2017-07-03,36,36
"2012",2017-07-04,815,815
"2013",2017-07-05,934,934
"2014",2017-07-06,956,956
"2015",2017-07-07,996,996
"2016",2017-07-08,295,295
"2017",2017-07-09,3,3
"2018",2017-07-10,709,709
"2019",2017-07-11,896,896
"2020",2017-07-12,1027,1027
"2021",2017-07-13,1051,1051
"2022",2017-07-14,1095,1095
"2023",2017-07-15,324,324
"2024",2017-07-16,3,3
"2025",2017-07-17,780,780
"2026",2017-07-18,985,985
"2027",2017-07-19,1128,1128
"2028",2017-07-20,65,65
"2029",2017-07-21,1203,1203
"2030",2017-07-22,356,356
"2031",2017-07-23,3,3
"2032",2017-07-24,857,857
"2033",2017-07-25,1082,1082
"2034",2017-07-26,1240,1240
"2035",2017-07-27,1270,1270
"2036",2017-07-28,1322,1322
"2037",2017-07-29,392,392
"2038",2017-07-30,4,4
"2039",2017-07-31,942,942
"2040",2017-08-01,783,783
"2041",2017-08-02,897,897
"2042",2017-08-03,919,919
"2043",2017-08-04,957,957
"2044",2017-08-05,283,283
"2045",2017-08-06,3,3
"2046",2017-08-07,38,38
"2047",2017-08-08,861,861
"2048",2017-08-09,986,986
"2049",2017-08-10,1010,1010
"2050",2017-08-11,1052,1052
"2051",2017-08-12,311,311
"2052",2017-08-13,3,3
"2053",2017-08-14,749,749
"2054",2017-08-15,946,946
"2055",2017-08-16,1084,1084
"2056",2017-08-17,1110,1110
"2057",2017-08-18,1156,1156
"2058",2017-08-19,342,342
"2059",2017-08-20,3,3
"2060",2017-08-21,46,46
"2061",2017-08-22,1040,1040
"2062",2017-08-23,1192,1192
"2063",2017-08-24,1221,1221
"2064",2017-08-25,1271,1271
"2065",2017-08-26,376,376
"2066",2017-08-27,4,4
"2067",2017-08-28,905,905
"2068",2017-08-29,1143,1143
"2069",2017-08-30,1310,1310
"2070",2017-08-31,1342,1342
"2071",2017-09-01,919,919
"2072",2017-09-02,272,272
"2073",2017-09-03,3,3
"2074",2017-09-04,655,655
"2075",2017-09-05,827,827
"2076",2017-09-06,948,948
"2077",2017-09-07,971,971
"2078",2017-09-08,1011,1011
"2079",2017-09-09,299,299
"2080",2017-09-10,3,3
"2081",2017-09-11,720,720
"2082",2017-09-12,909,909
"2083",2017-09-13,1042,1042
"2084",2017-09-14,1067,1067
"2085",2017-09-15,1111,1111
"2086",2017-09-16,329,329
"2087",2017-09-17,3,3
"2088",2017-09-18,791,791
"2089",2017-09-19,999,999
"2090",2017-09-20,1145,1145
"2091",2017-09-21,1173,1173
"2092",2017-09-22,1221,1221
"2093",2017-09-23,362,362
"2094",2017-09-24,3,3
"2095",2017-09-25,870,870
"2096",2017-09-26,1098,1098
"2097",2017-09-27,1259,1259
"2098",2017-09-28,1289,1289
"2099",2017-09-29,1342,1342
"2100",2017-09-30,397,397
"2101",2017-10-01,3,3
"2102",2017-10-02,667,667
"2103",2017-10-03,842,842
"2104",2017-10-04,965,965
"2105",2017-10-05,989,989
"2106",2017-10-06,1029,1029
"2107",2017-10-07,305,305
"2108",2017-10-08,3,3
"2109",2017-10-09,733,733
"2110",2017-10-10,926,926
"2111",2017-10-11,1061,1061
"2112",2017-10-12,1087,1087
"2113",2017-10-13,1132,1132
"2114",2017-10-14,335,335
"2115",2017-10-15,3,3
"2116",2017-10-16,45,45
"2117",2017-10-17,1018,1018
"2118",2017-10-18,1167,1167
"2119",2017-10-19,1195,1195
"2120",2017-10-20,1244,1244
"2121",2017-10-21,368,368
"2122",2017-10-22,3,3
"2123",2017-10-23,886,886
"2124",2017-10-24,1119,1119
"2125",2017-10-25,1282,1282
"2126",2017-10-26,1313,1313
"2127",2017-10-27,1367,1367
"2128",2017-10-28,405,405
"2129",2017-10-29,4,4
"2130",2017-10-30,974,974
"2131",2017-10-31,1562,1562
"2132",2017-11-01,928,928
"2133",2017-11-02,950,950
"2134",2017-11-03,989,989
"2135",2017-11-04,293,293
"2136",2017-11-05,3,3
"2137",2017-11-06,40,40
"2138",2017-11-07,890,890
"2139",2017-11-08,1020,1020
"2140",2017-11-09,1044,1044
"2141",2017-11-10,1087,1087
"2142",2017-11-11,322,322
"2143",2017-11-12,3,3
"2144",2017-11-13,44,44
"2145",2017-11-14,978,978
"2146",2017-11-15,1121,1121
"2147",2017-11-16,1148,1148
"2148",2017-11-17,1195,1195
"2149",2017-11-18,354,354
"2150",2017-11-19,3,3
"2151",2017-11-20,851,851
"2152",2017-11-21,1075,1075
"2153",2017-11-22,1232,1232
"2154",2017-11-23,1262,1262
"2155",2017-11-24,1314,1314
"2156",2017-11-25,389,389
"2157",2017-11-26,4,4
"2158",2017-11-27,936,936
"2159",2017-11-28,1182,1182
"2160",2017-11-29,1354,1354
"2161",2017-11-30,1387,1387
"2162",2017-12-01,1007,1007
"2163",2017-12-02,298,298
"2164",2017-12-03,3,3
"2165",2017-12-04,718,718
"2166",2017-12-05,906,906
"2167",2017-12-06,1039,1039
"2168",2017-12-07,1064,1064
"2169",2017-12-08,62,62
"2170",2017-12-09,328,328
"2171",2017-12-10,3,3
"2172",2017-12-11,789,789
"2173",2017-12-12,996,996
"2174",2017-12-13,1142,1142
"2175",2017-12-14,1169,1169
"2176",2017-12-15,1217,1217
"2177",2017-12-16,360,360
"2178",2017-12-17,3,3
"2179",2017-12-18,867,867
"2180",2017-12-19,1095,1095
"2181",2017-12-20,1255,1255
"2182",2017-12-21,1285,1285
"2183",2017-12-22,1338,1338
"2184",2017-12-23,396,396
"2185",2017-12-24,4,4
"2186",2017-12-25,0,0
"2187",2017-12-26,1204,1204
"2188",2017-12-27,1379,1379
"2189",2017-12-28,1413,1413
"2190",2017-12-29,1471,1471
"2191",2017-12-30,435,435
"2192",2017-12-31,1,1
