"","FECHA","UNIDADES","YEAR","DIA","MES","DIA_SEMANA","FESTIVIDAD"
"884",2014-06-02,0,2014,2,6,"lunes","festivo"
"885",2014-06-03,760,2014,3,6,"martes","dia_habil"
"886",2014-06-04,998,2014,4,6,"miercoles","dia_habil"
"887",2014-06-05,1232,2014,5,6,"jueves","dia_habil"
"888",2014-06-06,1229,2014,6,6,"viernes","dia_habil"
"889",2014-06-07,368,2014,7,6,"sabado","dia_habil"
"890",2014-06-08,1,2014,8,6,"domingo","dia_habil"
"891",2014-06-09,1049,2014,9,6,"lunes","dia_habil"
"892",2014-06-10,1213,2014,10,6,"martes","dia_habil"
"893",2014-06-11,1317,2014,11,6,"miercoles","dia_habil"
"894",2014-06-12,1233,2014,12,6,"jueves","dia_habil"
"895",2014-06-13,847,2014,13,6,"viernes","dia_habil"
"896",2014-06-14,410,2014,14,6,"sabado","dia_habil"
"897",2014-06-15,0,2014,15,6,"domingo","dia_habil"
"898",2014-06-16,1102,2014,16,6,"lunes","dia_habil"
"899",2014-06-17,1195,2014,17,6,"martes","dia_habil"
"900",2014-06-18,1161,2014,18,6,"miercoles","dia_habil"
"901",2014-06-19,1198,2014,19,6,"jueves","dia_habil"
"902",2014-06-20,1232,2014,20,6,"viernes","dia_habil"
"903",2014-06-21,333,2014,21,6,"sabado","dia_habil"
"904",2014-06-22,1,2014,22,6,"domingo","dia_habil"
"905",2014-06-23,0,2014,23,6,"lunes","festivo"
"906",2014-06-24,829,2014,24,6,"martes","dia_habil"
"907",2014-06-25,1220,2014,25,6,"miercoles","dia_habil"
"908",2014-06-26,1489,2014,26,6,"jueves","dia_habil"
"909",2014-06-27,1889,2014,27,6,"viernes","dia_habil"
"910",2014-06-28,839,2014,28,6,"sabado","dia_habil"
"911",2014-06-29,1,2014,29,6,"domingo","dia_habil"
"912",2014-06-30,5,2014,30,6,"lunes","festivo"
"913",2014-07-01,543,2014,1,7,"martes","dia_habil"
"914",2014-07-02,1001,2014,2,7,"miercoles","dia_habil"
"915",2014-07-03,1143,2014,3,7,"jueves","dia_habil"
"916",2014-07-04,920,2014,4,7,"viernes","dia_habil"
"917",2014-07-05,245,2014,5,7,"sabado","dia_habil"
"918",2014-07-06,0,2014,6,7,"domingo","dia_habil"
"919",2014-07-07,768,2014,7,7,"lunes","dia_habil"
"920",2014-07-08,1172,2014,8,7,"martes","dia_habil"
"921",2014-07-09,1181,2014,9,7,"miercoles","dia_habil"
"922",2014-07-10,1273,2014,10,7,"jueves","dia_habil"
"923",2014-07-11,1229,2014,11,7,"viernes","dia_habil"
"924",2014-07-12,383,2014,12,7,"sabado","dia_habil"
"925",2014-07-13,1,2014,13,7,"domingo","dia_habil"
"926",2014-07-14,952,2014,14,7,"lunes","dia_habil"
"927",2014-07-15,1174,2014,15,7,"martes","dia_habil"
"928",2014-07-16,955,2014,16,7,"miercoles","dia_habil"
"929",2014-07-17,1345,2014,17,7,"jueves","dia_habil"
"930",2014-07-18,1133,2014,18,7,"viernes","dia_habil"
"931",2014-07-19,329,2014,19,7,"sabado","dia_habil"
"932",2014-07-20,2,2014,20,7,"domingo","festivo"
"933",2014-07-21,686,2014,21,7,"lunes","dia_habil"
"934",2014-07-22,1212,2014,22,7,"martes","dia_habil"
"935",2014-07-23,1168,2014,23,7,"miercoles","dia_habil"
"936",2014-07-24,1334,2014,24,7,"jueves","dia_habil"
"937",2014-07-25,1260,2014,25,7,"viernes","dia_habil"
"938",2014-07-26,528,2014,26,7,"sabado","dia_habil"
"939",2014-07-27,3,2014,27,7,"domingo","dia_habil"
"940",2014-07-28,1075,2014,28,7,"lunes","dia_habil"
"941",2014-07-29,1476,2014,29,7,"martes","dia_habil"
"942",2014-07-30,1724,2014,30,7,"miercoles","dia_habil"
"943",2014-07-31,1552,2014,31,7,"jueves","dia_habil"
"944",2014-08-01,1604,2014,1,8,"viernes","dia_habil"
"945",2014-08-02,318,2014,2,8,"sabado","dia_habil"
"946",2014-08-03,0,2014,3,8,"domingo","dia_habil"
"947",2014-08-04,825,2014,4,8,"lunes","dia_habil"
"948",2014-08-05,1034,2014,5,8,"martes","dia_habil"
"949",2014-08-06,1318,2014,6,8,"miercoles","dia_habil"
"950",2014-08-07,4,2014,7,8,"jueves","festivo"
"951",2014-08-08,1239,2014,8,8,"viernes","dia_habil"
"952",2014-08-09,368,2014,9,8,"sabado","dia_habil"
"953",2014-08-10,1,2014,10,8,"domingo","dia_habil"
"954",2014-08-11,1047,2014,11,8,"lunes","dia_habil"
"955",2014-08-12,1160,2014,12,8,"martes","dia_habil"
"956",2014-08-13,1553,2014,13,8,"miercoles","dia_habil"
"957",2014-08-14,1604,2014,14,8,"jueves","dia_habil"
"958",2014-08-15,1423,2014,15,8,"viernes","dia_habil"
"959",2014-08-16,344,2014,16,8,"sabado","dia_habil"
"960",2014-08-17,0,2014,17,8,"domingo","dia_habil"
"961",2014-08-18,0,2014,18,8,"lunes","festivo"
"962",2014-08-19,927,2014,19,8,"martes","dia_habil"
"963",2014-08-20,1108,2014,20,8,"miercoles","dia_habil"
"964",2014-08-21,1291,2014,21,8,"jueves","dia_habil"
"965",2014-08-22,1400,2014,22,8,"viernes","dia_habil"
"966",2014-08-23,384,2014,23,8,"sabado","dia_habil"
"967",2014-08-24,1,2014,24,8,"domingo","dia_habil"
"968",2014-08-25,865,2014,25,8,"lunes","dia_habil"
"969",2014-08-26,1479,2014,26,8,"martes","dia_habil"
"970",2014-08-27,1622,2014,27,8,"miercoles","dia_habil"
"971",2014-08-28,1723,2014,28,8,"jueves","dia_habil"
"972",2014-08-29,1969,2014,29,8,"viernes","dia_habil"
"973",2014-08-30,917,2014,30,8,"sabado","dia_habil"
"974",2014-08-31,8,2014,31,8,"domingo","dia_habil"
"975",2014-09-01,810,2014,1,9,"lunes","dia_habil"
"976",2014-09-02,803,2014,2,9,"martes","dia_habil"
"977",2014-09-03,1297,2014,3,9,"miercoles","dia_habil"
"978",2014-09-04,1477,2014,4,9,"jueves","dia_habil"
"979",2014-09-05,1346,2014,5,9,"viernes","dia_habil"
"980",2014-09-06,408,2014,6,9,"sabado","dia_habil"
"981",2014-09-07,1,2014,7,9,"domingo","dia_habil"
"982",2014-09-08,1042,2014,8,9,"lunes","dia_habil"
"983",2014-09-09,1254,2014,9,9,"martes","dia_habil"
"984",2014-09-10,1497,2014,10,9,"miercoles","dia_habil"
"985",2014-09-11,1378,2014,11,9,"jueves","dia_habil"
"986",2014-09-12,1256,2014,12,9,"viernes","dia_habil"
"987",2014-09-13,472,2014,13,9,"sabado","dia_habil"
"988",2014-09-14,1,2014,14,9,"domingo","dia_habil"
"989",2014-09-15,938,2014,15,9,"lunes","dia_habil"
"990",2014-09-16,1225,2014,16,9,"martes","dia_habil"
"991",2014-09-17,1384,2014,17,9,"miercoles","dia_habil"
"992",2014-09-18,1311,2014,18,9,"jueves","dia_habil"
"993",2014-09-19,1218,2014,19,9,"viernes","dia_habil"
"994",2014-09-20,328,2014,20,9,"sabado","dia_habil"
"995",2014-09-21,0,2014,21,9,"domingo","dia_habil"
"996",2014-09-22,890,2014,22,9,"lunes","dia_habil"
"997",2014-09-23,1206,2014,23,9,"martes","dia_habil"
"998",2014-09-24,1335,2014,24,9,"miercoles","dia_habil"
"999",2014-09-25,1466,2014,25,9,"jueves","dia_habil"
"1000",2014-09-26,1514,2014,26,9,"viernes","dia_habil"
"1001",2014-09-27,469,2014,27,9,"sabado","dia_habil"
"1002",2014-09-28,10,2014,28,9,"domingo","dia_habil"
"1003",2014-09-29,1285,2014,29,9,"lunes","dia_habil"
"1004",2014-09-30,2026,2014,30,9,"martes","dia_habil"
"1005",2014-10-01,1156,2014,1,10,"miercoles","dia_habil"
"1006",2014-10-02,1286,2014,2,10,"jueves","dia_habil"
"1007",2014-10-03,1165,2014,3,10,"viernes","dia_habil"
"1008",2014-10-04,333,2014,4,10,"sabado","dia_habil"
"1009",2014-10-05,0,2014,5,10,"domingo","dia_habil"
"1010",2014-10-06,929,2014,6,10,"lunes","dia_habil"
"1011",2014-10-07,1290,2014,7,10,"martes","dia_habil"
"1012",2014-10-08,1457,2014,8,10,"miercoles","dia_habil"
"1013",2014-10-09,989,2014,9,10,"jueves","dia_habil"
"1014",2014-10-10,1861,2014,10,10,"viernes","dia_habil"
"1015",2014-10-11,370,2014,11,10,"sabado","dia_habil"
"1016",2014-10-12,5,2014,12,10,"domingo","dia_habil"
"1017",2014-10-13,0,2014,13,10,"lunes","festivo"
"1018",2014-10-14,969,2014,14,10,"martes","dia_habil"
"1019",2014-10-15,1261,2014,15,10,"miercoles","dia_habil"
"1020",2014-10-16,1369,2014,16,10,"jueves","dia_habil"
"1021",2014-10-17,1349,2014,17,10,"viernes","dia_habil"
"1022",2014-10-18,389,2014,18,10,"sabado","dia_habil"
"1023",2014-10-19,2,2014,19,10,"domingo","dia_habil"
"1024",2014-10-20,931,2014,20,10,"lunes","dia_habil"
"1025",2014-10-21,1175,2014,21,10,"martes","dia_habil"
"1026",2014-10-22,1360,2014,22,10,"miercoles","dia_habil"
"1027",2014-10-23,1344,2014,23,10,"jueves","dia_habil"
"1028",2014-10-24,1404,2014,24,10,"viernes","dia_habil"
"1029",2014-10-25,373,2014,25,10,"sabado","dia_habil"
"1030",2014-10-26,0,2014,26,10,"domingo","dia_habil"
"1031",2014-10-27,1095,2014,27,10,"lunes","dia_habil"
"1032",2014-10-28,1459,2014,28,10,"martes","dia_habil"
"1033",2014-10-29,1871,2014,29,10,"miercoles","dia_habil"
"1034",2014-10-30,1827,2014,30,10,"jueves","dia_habil"
"1035",2014-10-31,2514,2014,31,10,"viernes","brujas"
"1036",2014-11-01,230,2014,1,11,"sabado","dia_habil"
"1037",2014-11-02,1,2014,2,11,"domingo","dia_habil"
"1038",2014-11-03,0,2014,3,11,"lunes","festivo"
"1039",2014-11-04,674,2014,4,11,"martes","dia_habil"
"1040",2014-11-05,959,2014,5,11,"miercoles","dia_habil"
"1041",2014-11-06,1373,2014,6,11,"jueves","dia_habil"
"1042",2014-11-07,1360,2014,7,11,"viernes","dia_habil"
"1043",2014-11-08,350,2014,8,11,"sabado","dia_habil"
"1044",2014-11-09,0,2014,9,11,"domingo","dia_habil"
"1045",2014-11-10,852,2014,10,11,"lunes","dia_habil"
"1046",2014-11-11,473,2014,11,11,"martes","dia_habil"
"1047",2014-11-12,1681,2014,12,11,"miercoles","dia_habil"
"1048",2014-11-13,1596,2014,13,11,"jueves","dia_habil"
"1049",2014-11-14,1535,2014,14,11,"viernes","dia_habil"
"1050",2014-11-15,391,2014,15,11,"sabado","dia_habil"
"1051",2014-11-16,23,2014,16,11,"domingo","dia_habil"
"1052",2014-11-17,0,2014,17,11,"lunes","festivo"
"1053",2014-11-18,915,2014,18,11,"martes","dia_habil"
"1054",2014-11-19,1192,2014,19,11,"miercoles","dia_habil"
"1055",2014-11-20,1137,2014,20,11,"jueves","dia_habil"
"1056",2014-11-21,1558,2014,21,11,"viernes","dia_habil"
"1057",2014-11-22,422,2014,22,11,"sabado","dia_habil"
"1058",2014-11-23,0,2014,23,11,"domingo","dia_habil"
"1059",2014-11-24,1080,2014,24,11,"lunes","dia_habil"
"1060",2014-11-25,1333,2014,25,11,"martes","dia_habil"
"1061",2014-11-26,1555,2014,26,11,"miercoles","dia_habil"
"1062",2014-11-27,1784,2014,27,11,"jueves","dia_habil"
"1063",2014-11-28,2098,2014,28,11,"viernes","dia_habil"
"1064",2014-11-29,1175,2014,29,11,"sabado","dia_habil"
"1065",2014-11-30,69,2014,30,11,"domingo","dia_habil"
"1066",2014-12-01,684,2014,1,12,"lunes","dia_habil"
"1067",2014-12-02,1055,2014,2,12,"martes","dia_habil"
"1068",2014-12-03,1285,2014,3,12,"miercoles","dia_habil"
"1069",2014-12-04,1699,2014,4,12,"jueves","dia_habil"
"1070",2014-12-05,1769,2014,5,12,"viernes","dia_habil"
"1071",2014-12-06,348,2014,6,12,"sabado","dia_habil"
"1072",2014-12-07,1,2014,7,12,"domingo","dia_habil"
"1073",2014-12-08,0,2014,8,12,"lunes","festivo"
"1074",2014-12-09,1175,2014,9,12,"martes","dia_habil"
"1075",2014-12-10,1786,2014,10,12,"miercoles","dia_habil"
"1076",2014-12-11,1864,2014,11,12,"jueves","dia_habil"
"1077",2014-12-12,2289,2014,12,12,"viernes","dia_habil"
"1078",2014-12-13,700,2014,13,12,"sabado","dia_habil"
"1079",2014-12-14,1,2014,14,12,"domingo","dia_habil"
"1080",2014-12-15,1516,2014,15,12,"lunes","dia_habil"
"1081",2014-12-16,1941,2014,16,12,"martes","dia_habil"
"1082",2014-12-17,2108,2014,17,12,"miercoles","dia_habil"
"1083",2014-12-18,2360,2014,18,12,"jueves","dia_habil"
"1084",2014-12-19,2391,2014,19,12,"viernes","dia_habil"
"1085",2014-12-20,624,2014,20,12,"sabado","dia_habil"
"1086",2014-12-21,1,2014,21,12,"domingo","dia_habil"
"1087",2014-12-22,1415,2014,22,12,"lunes","dia_habil"
"1088",2014-12-23,2593,2014,23,12,"martes","dia_habil"
"1089",2014-12-24,1909,2014,24,12,"miercoles","dia_habil"
"1090",2014-12-25,0,2014,25,12,"jueves","navidad"
"1091",2014-12-26,1656,2014,26,12,"viernes","dia_habil"
"1092",2014-12-27,983,2014,27,12,"sabado","dia_habil"
"1093",2014-12-28,0,2014,28,12,"domingo","dia_habil"
"1094",2014-12-29,2106,2014,29,12,"lunes","dia_habil"
"1095",2014-12-30,3437,2014,30,12,"martes","dia_habil"
"1096",2014-12-31,822,2014,31,12,"miercoles","a_viejo"
"1097",2015-01-01,0,2015,1,1,"jueves","a_nuevo"
"1098",2015-01-02,117,2015,2,1,"viernes","dia_habil"
"1099",2015-01-03,76,2015,3,1,"sabado","dia_habil"
"1100",2015-01-04,0,2015,4,1,"domingo","dia_habil"
"1101",2015-01-05,325,2015,5,1,"lunes","dia_habil"
"1102",2015-01-06,739,2015,6,1,"martes","dia_habil"
"1103",2015-01-07,1128,2015,7,1,"miercoles","dia_habil"
"1104",2015-01-08,1067,2015,8,1,"jueves","dia_habil"
"1105",2015-01-09,1180,2015,9,1,"viernes","dia_habil"
"1106",2015-01-10,377,2015,10,1,"sabado","dia_habil"
"1107",2015-01-11,0,2015,11,1,"domingo","dia_habil"
"1108",2015-01-12,2,2015,12,1,"lunes","festivo"
"1109",2015-01-13,859,2015,13,1,"martes","dia_habil"
"1110",2015-01-14,1111,2015,14,1,"miercoles","dia_habil"
"1111",2015-01-15,949,2015,15,1,"jueves","dia_habil"
"1112",2015-01-16,1271,2015,16,1,"viernes","dia_habil"
"1113",2015-01-17,394,2015,17,1,"sabado","dia_habil"
"1114",2015-01-18,0,2015,18,1,"domingo","dia_habil"
"1115",2015-01-19,811,2015,19,1,"lunes","dia_habil"
"1116",2015-01-20,1097,2015,20,1,"martes","dia_habil"
"1117",2015-01-21,1169,2015,21,1,"miercoles","dia_habil"
"1118",2015-01-22,1044,2015,22,1,"jueves","dia_habil"
"1119",2015-01-23,772,2015,23,1,"viernes","dia_habil"
"1120",2015-01-24,323,2015,24,1,"sabado","dia_habil"
"1121",2015-01-25,0,2015,25,1,"domingo","dia_habil"
"1122",2015-01-26,731,2015,26,1,"lunes","dia_habil"
"1123",2015-01-27,1164,2015,27,1,"martes","dia_habil"
"1124",2015-01-28,1171,2015,28,1,"miercoles","dia_habil"
"1125",2015-01-29,1250,2015,29,1,"jueves","dia_habil"
"1126",2015-01-30,1580,2015,30,1,"viernes","dia_habil"
"1127",2015-01-31,659,2015,31,1,"sabado","dia_habil"
"1128",2015-02-01,1,2015,1,2,"domingo","dia_habil"
"1129",2015-02-02,739,2015,2,2,"lunes","dia_habil"
"1130",2015-02-03,880,2015,3,2,"martes","dia_habil"
"1131",2015-02-04,1033,2015,4,2,"miercoles","dia_habil"
"1132",2015-02-05,1016,2015,5,2,"jueves","dia_habil"
"1133",2015-02-06,1181,2015,6,2,"viernes","dia_habil"
"1134",2015-02-07,312,2015,7,2,"sabado","dia_habil"
"1135",2015-02-08,0,2015,8,2,"domingo","dia_habil"
"1136",2015-02-09,856,2015,9,2,"lunes","dia_habil"
"1137",2015-02-10,1074,2015,10,2,"martes","dia_habil"
"1138",2015-02-11,1203,2015,11,2,"miercoles","dia_habil"
"1139",2015-02-12,1145,2015,12,2,"jueves","dia_habil"
"1140",2015-02-13,1091,2015,13,2,"viernes","dia_habil"
"1141",2015-02-14,274,2015,14,2,"sabado","dia_habil"
"1142",2015-02-15,1,2015,15,2,"domingo","dia_habil"
"1143",2015-02-16,667,2015,16,2,"lunes","festivo"
"1144",2015-02-17,994,2015,17,2,"martes","dia_habil"
"1145",2015-02-18,1081,2015,18,2,"miercoles","dia_habil"
"1146",2015-02-19,1136,2015,19,2,"jueves","dia_habil"
"1147",2015-02-20,1121,2015,20,2,"viernes","dia_habil"
"1148",2015-02-21,331,2015,21,2,"sabado","dia_habil"
"1149",2015-02-22,22,2015,22,2,"domingo","dia_habil"
"1150",2015-02-23,787,2015,23,2,"lunes","dia_habil"
"1151",2015-02-24,1153,2015,24,2,"martes","dia_habil"
"1152",2015-02-25,1242,2015,25,2,"miercoles","dia_habil"
"1153",2015-02-26,1188,2015,26,2,"jueves","dia_habil"
"1154",2015-02-27,1791,2015,27,2,"viernes","dia_habil"
"1155",2015-02-28,691,2015,28,2,"sabado","dia_habil"
"1156",2015-03-01,0,2015,1,3,"domingo","dia_habil"
"1157",2015-03-02,438,2015,2,3,"lunes","dia_habil"
"1158",2015-03-03,1071,2015,3,3,"martes","dia_habil"
"1159",2015-03-04,1129,2015,4,3,"miercoles","dia_habil"
"1160",2015-03-05,1310,2015,5,3,"jueves","dia_habil"
"1161",2015-03-06,1126,2015,6,3,"viernes","dia_habil"
"1162",2015-03-07,293,2015,7,3,"sabado","dia_habil"
"1163",2015-03-08,1,2015,8,3,"domingo","dia_habil"
"1164",2015-03-09,665,2015,9,3,"lunes","dia_habil"
"1165",2015-03-10,1051,2015,10,3,"martes","dia_habil"
"1166",2015-03-11,1196,2015,11,3,"miercoles","dia_habil"
"1167",2015-03-12,1184,2015,12,3,"jueves","dia_habil"
"1168",2015-03-13,1141,2015,13,3,"viernes","dia_habil"
"1169",2015-03-14,314,2015,14,3,"sabado","dia_habil"
"1170",2015-03-15,0,2015,15,3,"domingo","dia_habil"
"1171",2015-03-16,734,2015,16,3,"lunes","dia_habil"
"1172",2015-03-17,974,2015,17,3,"martes","dia_habil"
"1173",2015-03-18,1118,2015,18,3,"miercoles","dia_habil"
"1174",2015-03-19,1091,2015,19,3,"jueves","dia_habil"
"1175",2015-03-20,1210,2015,20,3,"viernes","dia_habil"
"1176",2015-03-21,312,2015,21,3,"sabado","dia_habil"
"1177",2015-03-22,0,2015,22,3,"domingo","dia_habil"
"1178",2015-03-23,0,2015,23,3,"lunes","festivo"
"1179",2015-03-24,862,2015,24,3,"martes","dia_habil"
"1180",2015-03-25,1098,2015,25,3,"miercoles","dia_habil"
"1181",2015-03-26,1174,2015,26,3,"jueves","dia_habil"
"1182",2015-03-27,1723,2015,27,3,"viernes","dia_habil"
"1183",2015-03-28,541,2015,28,3,"sabado","dia_habil"
"1184",2015-03-29,29,2015,29,3,"domingo","sem_santa"
"1185",2015-03-30,1333,2015,30,3,"lunes","sem_santa"
"1186",2015-03-31,1692,2015,31,3,"martes","sem_santa"
"1187",2015-04-01,613,2015,1,4,"miercoles","sem_santa"
"1188",2015-04-02,0,2015,2,4,"jueves","sem_santa"
"1189",2015-04-03,0,2015,3,4,"viernes","sem_santa"
"1190",2015-04-04,1,2015,4,4,"sabado","sem_santa"
"1191",2015-04-05,0,2015,5,4,"domingo","dia_habil"
"1192",2015-04-06,634,2015,6,4,"lunes","dia_habil"
"1193",2015-04-07,882,2015,7,4,"martes","dia_habil"
"1194",2015-04-08,1030,2015,8,4,"miercoles","dia_habil"
"1195",2015-04-09,1098,2015,9,4,"jueves","dia_habil"
"1196",2015-04-10,1110,2015,10,4,"viernes","dia_habil"
"1197",2015-04-11,316,2015,11,4,"sabado","dia_habil"
"1198",2015-04-12,0,2015,12,4,"domingo","dia_habil"
"1199",2015-04-13,740,2015,13,4,"lunes","dia_habil"
"1200",2015-04-14,1112,2015,14,4,"martes","dia_habil"
"1201",2015-04-15,1114,2015,15,4,"miercoles","dia_habil"
"1202",2015-04-16,1072,2015,16,4,"jueves","dia_habil"
"1203",2015-04-17,1086,2015,17,4,"viernes","dia_habil"
"1204",2015-04-18,251,2015,18,4,"sabado","dia_habil"
"1205",2015-04-19,11,2015,19,4,"domingo","dia_habil"
"1206",2015-04-20,749,2015,20,4,"lunes","dia_habil"
"1207",2015-04-21,972,2015,21,4,"martes","dia_habil"
"1208",2015-04-22,1042,2015,22,4,"miercoles","dia_habil"
"1209",2015-04-23,1089,2015,23,4,"jueves","dia_habil"
"1210",2015-04-24,1042,2015,24,4,"viernes","dia_habil"
"1211",2015-04-25,383,2015,25,4,"sabado","dia_habil"
"1212",2015-04-26,0,2015,26,4,"domingo","dia_habil"
"1213",2015-04-27,816,2015,27,4,"lunes","dia_habil"
"1214",2015-04-28,1326,2015,28,4,"martes","dia_habil"
"1215",2015-04-29,1487,2015,29,4,"miercoles","dia_habil"
"1216",2015-04-30,2007,2015,30,4,"jueves","dia_habil"
"1217",2015-05-01,0,2015,1,5,"viernes","festivo"
"1218",2015-05-02,117,2015,2,5,"sabado","dia_habil"
"1219",2015-05-03,0,2015,3,5,"domingo","dia_habil"
"1220",2015-05-04,555,2015,4,5,"lunes","dia_habil"
"1221",2015-05-05,839,2015,5,5,"martes","dia_habil"
"1222",2015-05-06,1005,2015,6,5,"miercoles","dia_habil"
"1223",2015-05-07,1183,2015,7,5,"jueves","dia_habil"
"1224",2015-05-08,1212,2015,8,5,"viernes","dia_habil"
"1225",2015-05-09,310,2015,9,5,"sabado","dia_habil"
"1226",2015-05-10,0,2015,10,5,"domingo","madres"
"1227",2015-05-11,797,2015,11,5,"lunes","dia_habil"
"1228",2015-05-12,1091,2015,12,5,"martes","dia_habil"
"1229",2015-05-13,1107,2015,13,5,"miercoles","dia_habil"
"1230",2015-05-14,1222,2015,14,5,"jueves","dia_habil"
"1231",2015-05-15,1203,2015,15,5,"viernes","dia_habil"
"1232",2015-05-16,327,2015,16,5,"sabado","dia_habil"
"1233",2015-05-17,2,2015,17,5,"domingo","dia_habil"
"1234",2015-05-18,0,2015,18,5,"lunes","festivo"
"1235",2015-05-19,792,2015,19,5,"martes","dia_habil"
"1236",2015-05-20,1034,2015,20,5,"miercoles","dia_habil"
"1237",2015-05-21,1065,2015,21,5,"jueves","dia_habil"
"1238",2015-05-22,1159,2015,22,5,"viernes","dia_habil"
"1239",2015-05-23,323,2015,23,5,"sabado","dia_habil"
"1240",2015-05-24,0,2015,24,5,"domingo","dia_habil"
"1241",2015-05-25,916,2015,25,5,"lunes","dia_habil"
"1242",2015-05-26,1174,2015,26,5,"martes","dia_habil"
"1243",2015-05-27,1244,2015,27,5,"miercoles","dia_habil"
"1244",2015-05-28,1419,2015,28,5,"jueves","dia_habil"
"1245",2015-05-29,1725,2015,29,5,"viernes","dia_habil"
"1246",2015-05-30,827,2015,30,5,"sabado","dia_habil"
"1247",2015-05-31,1,2015,31,5,"domingo","dia_habil"
"1248",2015-06-01,524,2015,1,6,"lunes","dia_habil"
"1249",2015-06-02,820,2015,2,6,"martes","dia_habil"
"1250",2015-06-03,1033,2015,3,6,"miercoles","dia_habil"
"1251",2015-06-04,1201,2015,4,6,"jueves","dia_habil"
"1252",2015-06-05,1180,2015,5,6,"viernes","dia_habil"
"1253",2015-06-06,334,2015,6,6,"sabado","dia_habil"
"1254",2015-06-07,2,2015,7,6,"domingo","dia_habil"
"1255",2015-06-08,0,2015,8,6,"lunes","festivo"
"1256",2015-06-09,808,2015,9,6,"martes","dia_habil"
"1257",2015-06-10,1149,2015,10,6,"miercoles","dia_habil"
"1258",2015-06-11,1233,2015,11,6,"jueves","dia_habil"
"1259",2015-06-12,1239,2015,12,6,"viernes","dia_habil"
"1260",2015-06-13,437,2015,13,6,"sabado","dia_habil"
"1261",2015-06-14,0,2015,14,6,"domingo","dia_habil"
"1262",2015-06-15,0,2015,15,6,"lunes","festivo"
"1263",2015-06-16,732,2015,16,6,"martes","dia_habil"
"1264",2015-06-17,1051,2015,17,6,"miercoles","dia_habil"
"1265",2015-06-18,1169,2015,18,6,"jueves","dia_habil"
"1266",2015-06-19,1141,2015,19,6,"viernes","dia_habil"
"1267",2015-06-20,397,2015,20,6,"sabado","dia_habil"
"1268",2015-06-21,0,2015,21,6,"domingo","dia_habil"
"1269",2015-06-22,686,2015,22,6,"lunes","dia_habil"
"1270",2015-06-23,1188,2015,23,6,"martes","dia_habil"
"1271",2015-06-24,1236,2015,24,6,"miercoles","dia_habil"
"1272",2015-06-25,1463,2015,25,6,"jueves","dia_habil"
"1273",2015-06-26,1420,2015,26,6,"viernes","dia_habil"
"1274",2015-06-27,530,2015,27,6,"sabado","dia_habil"
"1275",2015-06-28,7,2015,28,6,"domingo","dia_habil"
"1276",2015-06-29,0,2015,29,6,"lunes","festivo"
"1277",2015-06-30,1643,2015,30,6,"martes","dia_habil"
"1278",2015-07-01,743,2015,1,7,"miercoles","dia_habil"
"1279",2015-07-02,985,2015,2,7,"jueves","dia_habil"
"1280",2015-07-03,1099,2015,3,7,"viernes","dia_habil"
"1281",2015-07-04,310,2015,4,7,"sabado","dia_habil"
"1282",2015-07-05,2,2015,5,7,"domingo","dia_habil"
"1283",2015-07-06,639,2015,6,7,"lunes","dia_habil"
"1284",2015-07-07,1088,2015,7,7,"martes","dia_habil"
"1285",2015-07-08,1257,2015,8,7,"miercoles","dia_habil"
"1286",2015-07-09,1201,2015,9,7,"jueves","dia_habil"
"1287",2015-07-10,1226,2015,10,7,"viernes","dia_habil"
"1288",2015-07-11,364,2015,11,7,"sabado","dia_habil"
"1289",2015-07-12,20,2015,12,7,"domingo","dia_habil"
"1290",2015-07-13,864,2015,13,7,"lunes","dia_habil"
"1291",2015-07-14,1080,2015,14,7,"martes","dia_habil"
"1292",2015-07-15,1226,2015,15,7,"miercoles","dia_habil"
"1293",2015-07-16,1182,2015,16,7,"jueves","dia_habil"
"1294",2015-07-17,1002,2015,17,7,"viernes","dia_habil"
"1295",2015-07-18,324,2015,18,7,"sabado","dia_habil"
"1296",2015-07-19,0,2015,19,7,"domingo","dia_habil"
"1297",2015-07-20,0,2015,20,7,"lunes","festivo"
"1298",2015-07-21,731,2015,21,7,"martes","dia_habil"
"1299",2015-07-22,1041,2015,22,7,"miercoles","dia_habil"
"1300",2015-07-23,1329,2015,23,7,"jueves","dia_habil"
"1301",2015-07-24,1110,2015,24,7,"viernes","dia_habil"
"1302",2015-07-25,420,2015,25,7,"sabado","dia_habil"
"1303",2015-07-26,8,2015,26,7,"domingo","dia_habil"
"1304",2015-07-27,1010,2015,27,7,"lunes","dia_habil"
"1305",2015-07-28,1322,2015,28,7,"martes","dia_habil"
"1306",2015-07-29,1486,2015,29,7,"miercoles","dia_habil"
"1307",2015-07-30,1589,2015,30,7,"jueves","dia_habil"
"1308",2015-07-31,2083,2015,31,7,"viernes","dia_habil"
"1309",2015-08-01,244,2015,1,8,"sabado","dia_habil"
"1310",2015-08-02,0,2015,2,8,"domingo","dia_habil"
"1311",2015-08-03,651,2015,3,8,"lunes","dia_habil"
"1312",2015-08-04,1023,2015,4,8,"martes","dia_habil"
"1313",2015-08-05,1211,2015,5,8,"miercoles","dia_habil"
"1314",2015-08-06,1254,2015,6,8,"jueves","dia_habil"
"1315",2015-08-07,28,2015,7,8,"viernes","festivo"
"1316",2015-08-08,245,2015,8,8,"sabado","dia_habil"
"1317",2015-08-09,0,2015,9,8,"domingo","dia_habil"
